location,loc_name,category,dateHour,map,avgMAP,maxCIR,avgCIR,CIRatMaxMAP
1,Palace Hills,medical,2020-04-06 00:00:00,5.9,5.9,5,4.845833333333333,5
1,Palace Hills,medical,2020-04-06 01:00:00,6.1,6.1,5,4.453333333333333,5
1,Palace Hills,medical,2020-04-06 02:00:00,6.96,6.96,5,3.8407142857142857,2.82
1,Palace Hills,medical,2020-04-06 03:00:00,6.44,6.44,5,4.4191666666666665,2.54
1,Palace Hills,medical,2020-04-06 04:00:00,5.83,5.83,5,4.595833333333333,5
1,Palace Hills,medical,2020-04-06 05:00:00,5.61,5.61,5,4.806666666666667,5
1,Palace Hills,medical,2020-04-06 06:00:00,5.8,5.8,5,4.2525,5
1,Palace Hills,medical,2020-04-06 07:00:00,5.78,5.78,5,4.287692307692308,2.94
1,Palace Hills,medical,2020-04-06 08:00:00,6.29,6.29,5,4.47,5
1,Palace Hills,medical,2020-04-06 09:00:00,5.7,5.7,5,4.3933333333333335,5
1,Palace Hills,medical,2020-04-06 10:00:00,5.48,5.48,5,4.475833333333333,2.75
1,Palace Hills,medical,2020-04-06 11:00:00,5.45,5.45,5,4.266666666666667,5
1,Palace Hills,medical,2020-04-06 12:00:00,5.72,5.72,5,4.550769230769231,2.93
1,Palace Hills,medical,2020-04-06 13:00:00,5.97,5.97,5,4.823333333333333,5
1,Palace Hills,medical,2020-04-06 14:00:00,5.44,5.44,5,3.5846153846153848,5
1,Palace Hills,medical,2020-04-06 15:00:00,3.49,3.49,5,3.5557142857142856,5
1,Palace Hills,medical,2020-04-06 16:00:00,2.6,2.6,5,2.8566666666666665,2.73
1,Palace Hills,medical,2020-04-06 17:00:00,3.07,3.07,5,3.5613333333333332,5
1,Palace Hills,medical,2020-04-06 18:00:00,3.35,3.35,5,4.673076923076923,5
1,Palace Hills,medical,2020-04-06 19:00:00,5.03,5.03,5,4.035384615384616,5
1,Palace Hills,medical,2020-04-06 20:00:00,4.83,4.83,5,4.626666666666667,5
1,Palace Hills,medical,2020-04-06 21:00:00,5.08,5.08,5,4.645,5
1,Palace Hills,medical,2020-04-06 22:00:00,5.45,5.45,5,3.9253846153846155,2.55
1,Palace Hills,medical,2020-04-06 23:00:00,6.42,6.42,5,4.5975,5
1,Palace Hills,medical,2020-04-07 00:00:00,6.59,6.59,5,4.6466666666666665,2.81
1,Palace Hills,medical,2020-04-07 01:00:00,6.96,6.96,5,4.1625,5
1,Palace Hills,medical,2020-04-07 02:00:00,6.58,6.58,5,4.279166666666667,2.54
1,Palace Hills,medical,2020-04-07 03:00:00,5.85,5.85,5,4.484615384615385,5
1,Palace Hills,medical,2020-04-07 04:00:00,6.27,6.27,5,4.445,5
1,Palace Hills,medical,2020-04-07 05:00:00,6.83,6.83,5,4.434166666666667,5
1,Palace Hills,medical,2020-04-07 06:00:00,6.47,6.47,5,4.458461538461538,5
1,Palace Hills,medical,2020-04-07 07:00:00,6.98,6.98,5,3.9791666666666665,5
1,Palace Hills,medical,2020-04-07 08:00:00,7.1,7.1,5,4.233846153846154,5
1,Palace Hills,medical,2020-04-07 09:00:00,6.92,6.92,5,4.253846153846154,5
1,Palace Hills,medical,2020-04-07 10:00:00,7.05,7.05,5,4.426666666666667,2.81
1,Palace Hills,medical,2020-04-07 11:00:00,7.32,7.32,5,4.005833333333333,5
1,Palace Hills,medical,2020-04-07 12:00:00,6.77,6.77,5,4.431538461538461,5
1,Palace Hills,medical,2020-04-07 13:00:00,6.52,6.52,5,4.41,5
1,Palace Hills,medical,2020-04-07 14:00:00,6.88,6.88,5,4.4125,5
1,Palace Hills,medical,2020-04-07 15:00:00,6.98,6.98,5,4.829166666666667,5
1,Palace Hills,medical,2020-04-07 16:00:00,7.07,7.07,5,4.610833333333334,2.92
1,Palace Hills,medical,2020-04-07 17:00:00,7.21,7.21,5,4.586666666666667,5
1,Palace Hills,medical,2020-04-07 18:00:00,7.57,7.57,5,4.8275,5
1,Palace Hills,medical,2020-04-07 19:00:00,7.42,7.42,5,4.484615384615385,5
1,Palace Hills,medical,2020-04-07 20:00:00,6.58,6.58,5,4.07923076923077,5
1,Palace Hills,medical,2020-04-07 21:00:00,5.81,5.81,5,4.6325,5
1,Palace Hills,medical,2020-04-07 22:00:00,5.58,5.58,5,4.614615384615385,2.48
1,Palace Hills,medical,2020-04-07 23:00:00,6.7,6.7,5,3.9966666666666666,5
1,Palace Hills,medical,2020-04-08 00:00:00,6.48,6.48,5,4.679230769230769,5
1,Palace Hills,medical,2020-04-08 01:00:00,6.54,6.54,5,4.657692307692308,5
1,Palace Hills,medical,2020-04-08 02:00:00,6.45,6.45,5,4.415384615384616,5
1,Palace Hills,medical,2020-04-08 03:00:00,6.57,6.57,5,4.180833333333333,2.65
1,Palace Hills,medical,2020-04-08 04:00:00,6.16,6.16,5,4.0275,5
1,Palace Hills,medical,2020-04-08 05:00:00,5.67,5.67,5,4.7975,5
1,Palace Hills,medical,2020-04-08 06:00:00,5.87,5.87,5,4.102,5
1,Palace Hills,medical,2020-04-08 07:00:00,6.07,6.07,5,3.9453846153846155,2.74
1,Palace Hills,medical,2020-04-08 08:00:00,7.2,7.2,5,2.7845945945945947,5
1,Palace Hills,medical,2020-04-08 09:00:00,7.22,7.22,3.62,2.8425,2.96
1,Palace Hills,medical,2020-04-08 10:00:00,6.82,6.82,3.37,2.7399999999999998,2.65
1,Palace Hills,medical,2020-04-08 11:00:00,3.55,3.55,2.97,2.6605494505494507,2.75
1,Palace Hills,medical,2020-04-08 12:00:00,3.28,3.28,5,2.724418604651163,2.5
1,Palace Hills,medical,2020-04-08 13:00:00,4,4,5,2.791923076923077,2.97
1,Palace Hills,medical,2020-04-08 14:00:00,4.69,4.69,5,3.0476470588235296,2.38
1,Palace Hills,medical,2020-04-08 15:00:00,4.55,4.55,5,4.248333333333333,5
1,Palace Hills,medical,2020-04-08 16:00:00,4.83,4.83,5,3.9646666666666666,5
1,Palace Hills,medical,2020-04-08 17:00:00,4.84,4.84,5,4.1607692307692306,5
1,Palace Hills,medical,2020-04-08 18:00:00,5.09,5.09,5,4.6025,5
1,Palace Hills,medical,2020-04-08 19:00:00,5.39,5.39,5,4.803333333333334,5
1,Palace Hills,medical,2020-04-08 20:00:00,6.46,6.46,5,3.503846153846154,2.73
1,Palace Hills,medical,2020-04-08 21:00:00,5.97,5.97,5,3.98,5
1,Palace Hills,medical,2020-04-08 22:00:00,5.7,5.7,5,3.4385714285714286,5
1,Palace Hills,medical,2020-04-08 23:00:00,5.38,5.38,5,4.785833333333334,5
1,Palace Hills,medical,2020-04-09 00:00:00,5.56,5.56,5,4.3741666666666665,5
1,Palace Hills,medical,2020-04-09 01:00:00,5.79,5.79,5,4.441666666666666,5
1,Palace Hills,medical,2020-04-09 02:00:00,6.4,6.4,5,4.24923076923077,3.11
1,Palace Hills,medical,2020-04-09 03:00:00,5.47,5.47,5,4.659166666666667,5
1,Palace Hills,medical,2020-04-09 04:00:00,4.92,4.92,5,4.485384615384615,5
1,Palace Hills,medical,2020-04-09 05:00:00,5.11,5.11,5,4.5115384615384615,5
1,Palace Hills,medical,2020-04-09 06:00:00,5.32,5.32,5,4.201666666666666,5
1,Palace Hills,medical,2020-04-09 07:00:00,5.37,5.37,5,4.6075,5
1,Palace Hills,medical,2020-04-09 08:00:00,6.34,6.34,5,4.065,2.58
1,Palace Hills,medical,2020-04-09 09:00:00,6.2,6.2,5,4.190833333333333,5
1,Palace Hills,medical,2020-04-09 10:00:00,5.37,5.37,5,4.454166666666667,2.8
1,Palace Hills,medical,2020-04-09 11:00:00,6.09,6.09,5,3.6526666666666667,5
1,Palace Hills,medical,2020-04-09 12:00:00,5.78,5.78,5,4.648461538461539,5
1,Palace Hills,medical,2020-04-09 13:00:00,5.67,5.67,5,4.5808333333333335,5
1,Palace Hills,medical,2020-04-09 14:00:00,5.24,5.24,5,4.264615384615385,2.42
1,Palace Hills,medical,2020-04-09 15:00:00,4.9,4.9,3.06,2.708030303030303,2.79
1,Palace Hills,medical,2020-04-09 16:00:00,3.91,3.91,2.91,2.654871794871795,2.76
1,Palace Hills,medical,2020-04-09 17:00:00,3.63,3.63,5,2.876842105263158,2.47
1,Palace Hills,medical,2020-04-09 18:00:00,3.46,3.46,5,3.736923076923077,2.39
1,Palace Hills,medical,2020-04-09 19:00:00,3.52,3.52,5,4.616666666666666,2.64
1,Palace Hills,medical,2020-04-09 20:00:00,4.49,4.49,5,4.46,5
1,Palace Hills,medical,2020-04-09 21:00:00,4.8,4.8,5,4.091538461538462,5
1,Palace Hills,medical,2020-04-09 22:00:00,5.03,5.03,5,4.5725,5
1,Palace Hills,medical,2020-04-09 23:00:00,5.64,5.64,5,3.9292307692307693,2.76
1,Palace Hills,medical,2020-04-10 00:00:00,5.39,5.39,5,4.3966666666666665,2.62
1,Palace Hills,medical,2020-04-10 01:00:00,4.8,4.8,5,4.775,5
1,Palace Hills,medical,2020-04-10 02:00:00,5.03,5.03,5,4.6025,5
1,Palace Hills,medical,2020-04-10 03:00:00,5.47,5.47,5,4.493333333333333,5
1,Palace Hills,medical,2020-04-10 04:00:00,5.79,5.79,5,4.84,5
1,Palace Hills,medical,2020-04-10 05:00:00,5.86,5.86,5,4.443333333333333,5
1,Palace Hills,medical,2020-04-10 06:00:00,5.32,5.32,5,4.631666666666667,5
1,Palace Hills,medical,2020-04-10 07:00:00,5.5,5.5,5,4.495833333333334,5
1,Palace Hills,medical,2020-04-10 08:00:00,6.72,6.72,5,4.0625,2.75
1,Palace Hills,medical,2020-04-10 09:00:00,6.89,6.89,5,4.317692307692307,5
1,Palace Hills,medical,2020-04-10 10:00:00,0,0,5,5,5
1,Palace Hills,medical,2020-04-10 11:00:00,7.39,7.39,5,4.39,2.88
1,Palace Hills,medical,2020-04-10 12:00:00,6.54,6.54,5,4.3015384615384615,5
1,Palace Hills,medical,2020-04-10 13:00:00,0,0,5,5,5
1,Palace Hills,medical,2020-04-10 14:00:00,5.82,5.82,5,4.829166666666667,5
1,Palace Hills,medical,2020-04-10 15:00:00,5.9,5.9,5,4.278333333333333,5
1,Palace Hills,medical,2020-04-10 16:00:00,5.74,5.74,5,4.626666666666667,5
1,Palace Hills,medical,2020-04-10 17:00:00,6.49,6.49,5,4.003846153846154,2.52
1,Palace Hills,medical,2020-04-10 18:00:00,6.55,6.55,5,4.342142857142857,5
1,Palace Hills,medical,2020-04-10 19:00:00,5.58,5.58,5,3.7576923076923077,5
1,Palace Hills,medical,2020-04-10 20:00:00,5.81,5.81,5,4.775,5
1,Palace Hills,medical,2020-04-10 21:00:00,6.32,6.32,5,3.8558333333333334,5
1,Palace Hills,medical,2020-04-10 22:00:00,5.83,5.83,5,4.6775,5
1,Palace Hills,medical,2020-04-10 23:00:00,5.64,5.64,5,4.8725,5
1,Palace Hills,medical,2020-04-11 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 01:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 02:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 03:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 04:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 05:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 06:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 07:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 08:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 09:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 10:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 11:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 12:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 13:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 14:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 15:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 16:00:00,4.8,4.8,5,4.550833333333333,5
10,Chapparal,medical,2020-04-06 17:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 18:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 19:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 20:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 21:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 22:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-06 23:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 01:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 02:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 03:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 04:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 05:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 06:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 07:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 08:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 09:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 10:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 11:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 12:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 13:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 14:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 15:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 16:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 17:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 18:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 19:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 20:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 21:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 22:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-07 23:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 01:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 02:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 03:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 04:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 05:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 06:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 07:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 08:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 09:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 10:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 11:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 12:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 13:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 14:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 15:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 16:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 17:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 18:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 19:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 20:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 21:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 22:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-08 23:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 01:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 02:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 03:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 04:00:00,5.09,5.09,5,3.0128205128205128,5
10,Chapparal,medical,2020-04-09 05:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 06:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 07:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 08:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 09:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 10:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 11:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 12:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 13:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 14:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 15:00:00,4.93,4.93,5,4.235384615384615,5
10,Chapparal,medical,2020-04-09 16:00:00,4.72,4.72,5,4.804166666666666,5
10,Chapparal,medical,2020-04-09 17:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 18:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 19:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 20:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 21:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 22:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-09 23:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 00:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 01:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 02:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 03:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 04:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 05:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 06:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 07:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 08:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 09:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 10:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 11:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 12:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 13:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 14:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 15:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 16:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 17:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 18:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 19:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 20:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 21:00:00,0,0,5,5,5
10,Chapparal,medical,2020-04-10 22:00:00,0,0,5,5,5
